TFName 	 TFLocus 	 TargetName 	 TargetLocus 	 IsTF 	 TargetType 	 Confirmation 	 InteractionType
LFY 	 AT5G61850 	 AtUGT85A3 	 AT1G22380 	 Yes 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AtWRKY18 	 AT4G31800 	 Yes 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AtWRKY2 	 AT5G56270 	 Yes 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AtWRKY23 	 AT2G47260 	 Yes 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AtWRKY36 	 AT1G69810 	 Yes 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AtWRKY36 	 AT1G69810 	 Yes 	 Direct 	 Confirmed 	 Repression
LFY 	 AT5G61850 	 AtWRKY40 	 AT1G80840 	 Yes 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AtWRKY40 	 AT1G80840 	 Yes 	 Direct 	 Confirmed 	 Repression
LFY 	 AT5G61850 	 AtWRKY48 	 AT5G49520 	 Yes 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AtWRKY49 	 AT5G43290 	 Yes 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AtWRKY69 	 AT3G58710 	 Yes 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AtWRKY7 	 AT4G24240 	 Yes 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AtbHLH100 	 AT2G41240 	 Yes 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AtbHLH103 	 AT4G21340 	 Yes 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AtbHLH134 	 AT5G15160 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AtbHLH142 	 AT5G64340 	 Yes 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AtbHLH143 	 AT5G09460 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AtbHLH151 	 AT2G47270 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AtbHLH158 	 AT2G43060 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AtbHLH158 	 AT2G43060 	 No 	 Direct 	 Confirmed 	 Repression
LFY 	 AT5G61850 	 AtbHLH26 	 AT1G02340 	 Yes 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AtbHLH26 	 AT1G02340 	 Yes 	 Direct 	 Confirmed 	 Repression
LFY 	 AT5G61850 	 AtbHLH44 	 AT1G18400 	 Yes 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AtbHLH5 	 AT5G46760 	 Yes 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AtbHLH57 	 AT4G01460 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AtbHLH60 	 AT3G57800 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AtbHLH62 	 AT3G07340 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AtbHLH71 	 AT5G46690 	 Yes 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AtbHLH72 	 AT5G61270 	 Yes 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AtbHLH88 	 AT5G67060 	 Yes 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AtbHLH88 	 AT5G67060 	 Yes 	 Direct 	 Confirmed 	 Repression
LFY 	 AT5G61850 	 AtbZIP27 	 AT2G17770 	 Yes 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AtcwINV6 	 AT5G11920 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AtcwINV6 	 AT5G11920 	 No 	 Direct 	 Confirmed 	 Repression
LFY 	 AT5G61850 	 Athb-13 	 AT1G69780 	 Yes 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 Athb-25 	 AT5G65410 	 Yes 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 Athb-27 	 AT5G42780 	 Yes 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 Athb-4 	 AT2G44910 	 Yes 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 B29 	 AT1G37130 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 BB 	 AT3G63530 	 Yes 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 BGAL11 	 AT4G35010 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 BGAL11 	 AT4G35010 	 No 	 Direct 	 Confirmed 	 Repression
LFY 	 AT5G61850 	 BGLU24 	 AT5G28510 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 BGLU24 	 AT5G28510 	 No 	 Direct 	 Confirmed 	 Repression
LFY 	 AT5G61850 	 BGLU26 	 AT2G44490 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 BHLH32 	 AT3G25710 	 Yes 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 BIO1 	 AT5G57590 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 BOR1 	 AT2G47160 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 BTI2 	 AT4G11220 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 BZIP17 	 AT2G40950 	 Yes 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 CAB1 	 AT1G29930 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 CAPRICE 	 AT2G46410 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 CAT3 	 AT1G20620 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 CAULIFLOWER 	 AT1G26310 	 Yes 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 CBB1 	 AT3G19820 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 CBF4 	 AT5G51990 	 Yes 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 CBF4 	 AT5G51990 	 Yes 	 Direct 	 Confirmed 	 Repression
LFY 	 AT5G61850 	 CCB1 	 AT3G26710 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 CCL 	 AT3G26740 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 CCR2 	 AT1G80820 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 CCR2 	 AT1G80820 	 No 	 Direct 	 Confirmed 	 Repression
LFY 	 AT5G61850 	 CHA1 	 AT5G66750 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 CID11 	 AT1G32790 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 CID3 	 AT1G54170 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 CIPK25 	 AT5G25110 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 CKX5 	 AT1G75450 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 CLE11 	 AT1G49005 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 CLE8 	 AT1G67775 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 COBL8 	 AT3G16860 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 COL11 	 AT4G15250 	 Yes 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 COL11 	 AT4G15250 	 Yes 	 Direct 	 Confirmed 	 Repression
LFY 	 AT5G61850 	 COL14 	 AT2G33500 	 Yes 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 COL16 	 AT1G25440 	 Yes 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 COL4 	 AT5G24930 	 Yes 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 COL5 	 AT5G57660 	 Yes 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 COL6 	 AT1G68520 	 Yes 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 COS1 	 AT2G44050 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 CPK9 	 AT3G20410 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 CPL3 	 AT4G01060 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 CPSF160 	 AT5G51660 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 CPuORF1 	 AT2G18162 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 CPuORF64 	 AT5G05282 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 CRA1 	 AT5G44120 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 CRA1 	 AT5G44120 	 No 	 Direct 	 Confirmed 	 Repression
LFY 	 AT5G61850 	 CRB 	 AT1G09340 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 CRK13 	 AT4G23210 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 CRR28 	 AT1G59720 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 CYCA2;3 	 AT1G15570 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 CYCA2;4 	 AT1G80370 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 CYCB2;4 	 AT1G76310 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 CYCD3;2 	 AT5G67260 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 CYP705A15 	 AT3G20080 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 CYP709B1 	 AT2G46960 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 CYP709B3 	 AT4G27710 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 CYP71B11 	 AT5G25120 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 CYP71B11 	 AT5G25120 	 No 	 Direct 	 Confirmed 	 Repression
LFY 	 AT5G61850 	 CYP71B17 	 AT3G26160 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 CYP71B17 	 AT3G26160 	 No 	 Direct 	 Confirmed 	 Repression
LFY 	 AT5G61850 	 CYP71B19 	 AT3G26170 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 CYP71B24 	 AT3G26230 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 CYP71B24 	 AT3G26230 	 No 	 Direct 	 Confirmed 	 Repression
LFY 	 AT5G61850 	 CYP71B3 	 AT3G26220 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 CYP71B3 	 AT3G26220 	 No 	 Direct 	 Confirmed 	 Repression
LFY 	 AT5G61850 	 CYP72A10 	 AT3G14640 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 CYP72A11 	 AT3G14650 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 CYP75B1 	 AT5G07990 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 CYP81D1 	 AT5G36220 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 CYP86A7 	 AT1G63710 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 CYP86A7 	 AT1G63710 	 No 	 Direct 	 Confirmed 	 Repression
LFY 	 AT5G61850 	 CYP96A10 	 AT4G39490 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 Catalase 	 AT4G35090 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 Catalase 1 	 AT1G20630 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 DAL 	 AT2G33430 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 DC1 	 AT2G27660 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 DCL3 	 AT3G43920 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 DCP1 	 AT1G08370 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 DMT6 	 AT1G69770 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 DRT111 	 AT1G30480 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 DVL1 	 AT5G16023 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 DVL17 	 AT4G35783 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 DVL18 	 AT5G59510 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 DVL3 	 AT1G67265 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 DYT1 	 AT4G21330 	 Yes 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 ECR1 	 AT5G19180 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 EIL2 	 AT5G21120 	 Yes 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 EIL2 	 AT5G21120 	 Yes 	 Direct 	 Confirmed 	 Repression
LFY 	 AT5G61850 	 EIN4 	 AT3G04580 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 ELF4-L1 	 AT2G29950 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 ELF4-L2 	 AT1G72630 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 EMB1241 	 AT5G17710 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 EMB1674 	 AT1G58210 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 EMB1674 	 AT1G58210 	 No 	 Direct 	 Confirmed 	 Repression
LFY 	 AT5G61850 	 EMB1705 	 AT5G22370 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 EMB1706 	 AT4G10760 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 EMB2284 	 AT1G08260 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 EMB2743 	 AT3G20400 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 EMB2743 	 AT3G20400 	 No 	 Direct 	 Confirmed 	 Repression
LFY 	 AT5G61850 	 EMB3007 	 AT5G18820 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 EMS1 	 AT5G07280 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 EOL2 	 AT5G58550 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 ERCC1 	 AT3G05210 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 ERD6 	 AT1G08930 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 ERS 	 AT2G40940 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 EXGT-A3 	 AT2G01850 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 FD 	 AT4G35900 	 Yes 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 FLA13 	 AT5G44130 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 FLA13 	 AT5G44130 	 No 	 Direct 	 Confirmed 	 Repression
LFY 	 AT5G61850 	 FLS6 	 AT5G43935 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 FRD3 	 AT3G08040 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 FRS9 	 AT4G38170 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 FUT5 	 AT2G15370 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 FWA 	 AT4G25530 	 Yes 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 FWA 	 AT4G25530 	 Yes 	 Direct 	 Confirmed 	 Repression
LFY 	 AT5G61850 	 FZR3 	 AT5G13840 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 G6PD2 	 AT5G13110 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 GAI 	 AT1G14920 	 Yes 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 GATA-17 	 AT3G16870 	 Yes 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 GATA-2 	 AT2G45050 	 Yes 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 GATA-4 	 AT3G60530 	 Yes 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 GCR1 	 AT1G48270 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 GGPS4 	 AT2G18640 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 GHS1 	 AT3G27160 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 GL22 	 AT1G02335 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 GLK1 	 AT2G20570 	 Yes 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 GLN1;4 	 AT5G16570 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 GLN1;5 	 AT1G48470 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 GLX2-5 	 AT2G31350 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 HAC04 	 AT1G55970 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 HAK5 	 AT4G13420 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 HAP8 	 AT5G56250 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 HAT3 	 AT3G60390 	 Yes 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 HCS2 	 AT1G37150 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 HD-GL2-1 	 AT3G61150 	 Yes 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 HEMD 	 AT2G26540 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 HIS4 	 AT2G28740 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 HOS10 	 AT1G35515 	 Yes 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 HOS10 	 AT1G35515 	 Yes 	 Direct 	 Confirmed 	 Repression
LFY 	 AT5G61850 	 HSFA6A 	 AT5G43840 	 Yes 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 HSFA6A 	 AT5G43840 	 Yes 	 Direct 	 Confirmed 	 Repression
LFY 	 AT5G61850 	 HSFA6B 	 AT3G22830 	 Yes 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 HSFA6B 	 AT3G22830 	 Yes 	 Direct 	 Confirmed 	 Repression
LFY 	 AT5G61850 	 HSL2 	 AT5G65710 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 HSP17.6II 	 AT5G12020 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 HTA13 	 AT3G20670 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 HTA2 	 AT4G27230 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 Hsp26.5 	 AT1G52560 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 Hsp26.5 	 AT1G52560 	 No 	 Direct 	 Confirmed 	 Repression
LFY 	 AT5G61850 	 IAA11 	 AT4G28640 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 IDL1 	 AT3G25655 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 IDL3 	 AT5G09805 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 IMPA-8 	 AT5G52000 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 IQD13 	 AT3G59690 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 IQD25 	 AT4G29150 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 JAC1 	 AT1G75100 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 KAN 	 AT5G16560 	 Yes 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 KUP6 	 AT1G70300 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 LACS2 	 AT1G49430 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 LBD37 	 AT5G67420 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 LBD9 	 AT2G19820 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 LCR50 	 AT2G12465 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 LCR51 	 AT2G41997 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 LCR59 	 AT4G30070 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 LCR59 	 AT4G30070 	 No 	 Direct 	 Confirmed 	 Repression
LFY 	 AT5G61850 	 LFY 	 AT5G61850 	 Yes 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 LMI1 	 AT5G03790 	 Yes 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 LTP12 	 AT3G51590 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 LTP12 	 AT3G51590 	 No 	 Direct 	 Confirmed 	 Repression
LFY 	 AT5G61850 	 LTP5 	 AT3G51600 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 MAM1 	 AT5G23010 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 MAM1 	 AT5G23010 	 No 	 Direct 	 Confirmed 	 Repression
LFY 	 AT5G61850 	 MAPKKK21 	 AT4G36950 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 MAPKKK4 	 AT1G63700 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 MAPKKK5 	 AT5G66850 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 MBD11 	 AT3G15790 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 MEE16 	 AT2G18650 	 Yes 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 MEE40 	 AT3G53700 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 MIR161 	 AT1G48267 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 MIR162A 	 AT5G08185 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 MIR396B 	 AT5G35407 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 MIR398A 	 AT2G03445 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 MLP43 	 AT1G70890 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 MRH6 	 AT2G03720 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 MRH6 	 AT2G03720 	 No 	 Direct 	 Confirmed 	 Repression
LFY 	 AT5G61850 	 MSL10 	 AT5G12080 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 MSP-1 	 AT5G66570 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 NAC1 	 AT1G56010 	 Yes 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 NAC1 	 AT1G56010 	 Yes 	 Direct 	 Confirmed 	 Repression
LFY 	 AT5G61850 	 NAPRT2 	 AT2G23420 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 NCED9 	 AT1G78390 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 NCED9 	 AT1G78390 	 No 	 Direct 	 Confirmed 	 Repression
LFY 	 AT5G61850 	 NDC1 	 AT5G08740 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 NDP1 	 AT5G02130 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 NF-YB12 	 AT5G08190 	 Yes 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 NF-YB3 	 AT4G14540 	 Yes 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 NF-YC4 	 AT5G63470 	 Yes 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 NGA4 	 AT4G01500 	 Yes 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 NIT3 	 AT3G44320 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 NIT4 	 AT5G22300 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 NIT4 	 AT5G22300 	 No 	 Direct 	 Confirmed 	 Repression
LFY 	 AT5G61850 	 NPGR2 	 AT4G28600 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 NSP5 	 AT5G48180 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 OBE2 	 AT5G48160 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 OBP1 	 AT3G50410 	 Yes 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 OBP2 	 AT1G07640 	 Yes 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 OBP4 	 AT5G60850 	 Yes 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 P5CS2 	 AT3G55610 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 PAB2 	 AT4G34110 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 PAB3 	 AT1G22760 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 PAB4 	 AT2G23350 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 PAI3 	 AT1G29410 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 PAL3 	 AT5G04230 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 PBS1 	 AT5G13160 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 PDE135 	 AT2G26510 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 PDE181 	 AT3G04870 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 PDE247 	 AT1G05750 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 PDE320 	 AT3G06960 	 No 	 Direct 	 Confirmed 	 Activation
